OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
8922,279959518997532985839177862479112758044,2016/12/16 20:22:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,20,8,Black,Not Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,155358489039551991970260945317366201221,198517908864238192563292644699053607314,38.936,-77.025,Weapons,2016,12,FALSE,,,,,{76659656-3A07-4ED5-ACB3-C9111F739A7E}
8923,279959518997532985839177862479112758044,2016/12/16 20:22:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,20,8,Black,Not Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,155358489039551991970260945317366201221,198517908864238192563292644699053607314,38.936,-77.025,Weapons,2016,12,FALSE,,,,,{435ECCA9-3C58-48E0-BE44-665877023D4E}
8924,279959518997532985839177862479112758044,2016/12/16 20:22:00,DEFENDANT IN ARREST,nan,Weapon Violations,Violation Of A Gun Free Zone,22DC4502.01AB-Y,20,8,Black,Not Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,155358489039551991970260945317366201221,198517908864238192563292644699053607314,38.936,-77.025,Weapons,2016,12,FALSE,,,,,{08FD80E4-961D-481D-8DA6-E06755C4A5B6}
8925,279959518997532985839177862479112758044,2016/12/16 20:22:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Contempt - Felony,11DC944A,20,8,Black,Not Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,155358489039551991970260945317366201221,198517908864238192563292644699053607314,38.936,-77.025,Contempt,2016,12,FALSE,,,,,{C8C05696-F6C7-4357-B96A-6E55FD9414E2}
8926,185613785118178460126535869473700834721,2016/12/16 21:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),36,4,Black,Unknown,Female,302,7D,701,WASHINGTON,DC,197845371068773008465883618538881235150,57660574046589176169705334785986100387,38.865,-76.977,Assault,2016,12,FALSE,,,,,{C39B534C-9E60-4D35-ABD1-D5307F574C77}
8927,189084967137120763548711663964611347362,2016/12/16 21:50:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,21,2,Black,Not Hispanic Or Latino,Male,108,1D,108,WASHINGTON,DC,308483469109014354376726002202759810124,196953788034139604342678225702278455890,38.896,-76.987,Assault on a police officer,2016,12,FALSE,,,,,{B8012420-ED02-4185-AE59-7404DF127269}
8928,189084967137120763548711663964611347362,2016/12/16 21:50:00,DEFENDANT IN ARREST,nan,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,21,2,Black,Not Hispanic Or Latino,Male,108,1D,108,WASHINGTON,DC,308483469109014354376726002202759810124,196953788034139604342678225702278455890,38.896,-76.987,Weapons,2016,12,FALSE,,,,,{7395E6F7-9C76-445D-998E-3B6BCB04D3ED}
8929,213073274277558954755036048352680442730,2016/12/16 22:11:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,24,5,Black,Not Hispanic Or Latino,Male,603,7D,702,WASHINGTON,DC,281270662751552704098069167031668173327,272511542216025949307979321169111244021,38.857,-76.973,Weapons,2016,12,FALSE,,,,,{D55C6F7C-D555-4ACB-879B-DF472E91F3BF}
8930,213073274277558954755036048352680442730,2016/12/16 22:11:00,DEFENDANT IN ARREST,nan,Weapon Violations,Felon In Possession,22DC4503A2,24,5,Black,Not Hispanic Or Latino,Male,603,7D,702,WASHINGTON,DC,281270662751552704098069167031668173327,272511542216025949307979321169111244021,38.857,-76.973,Weapons,2016,12,FALSE,,,,,{7677A3F0-DC35-4C71-B6EF-725DAAFA2BB7}
8931,213073274277558954755036048352680442730,2016/12/16 22:11:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,24,5,Black,Not Hispanic Or Latino,Male,603,7D,702,WASHINGTON,DC,281270662751552704098069167031668173327,272511542216025949307979321169111244021,38.857,-76.973,Weapons,2016,12,FALSE,,,,,{D91A1646-48CD-4D4B-B364-0DB5B250B655}
8932,218047779603886463193380224381308311423,2016/12/16 22:16:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,25,2,Black,Not Hispanic Or Latino,Male,103,5D,506,BOWIE,MD,305300795900041633961926527930351936022,219374776346990209370363589968053356632,38.903,-76.99,Weapons,2016,12,FALSE,,,,,{0863E3DC-9BB3-4601-BCCE-EF5C5F9D6284}
8933,27316033509144645884635470291985687888,2016/12/17 00:15:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,32,2,Black,Unknown,Male,OUT OF STATE,4D,402,TEMPLE HILLS,MD,83712528919253441556771502060743451573,85967186848254472612565353182855839330,38.962,-77.021,Burglary,2016,12,FALSE,,,,,{EF609C06-E8AD-4170-9BED-18E61CB9097F}
8934,26518087081220138298403327429848059472,2016/12/17 01:22:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),33,3,White,Hispanic Or Latino,Male,302,3D,302,WASHINGTON,DC,300182930599831396993195542214499808093,329114543337204343125558626477935967885,38.931,-77.027,Assault,2016,12,FALSE,,,,,{0F88823B-8F71-4A71-846F-323703BBAFAB}
8935,279318309640601420220330986758141678338,2016/12/17 04:30:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,29,0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,3D,305,SPRINGDALE,MD,225538056333945227932281304826077279516,134615596737705224918260678654221776304,38.917,-77.024,Assault,2016,12,FALSE,,,,,{568BC138-2A21-4E61-82AB-12AE1C81633D}
8936,58973974892662117421486901454262695933,2016/12/17 04:30:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,38,0,Black,Unknown,Male,OUT OF STATE,3D,305,WOODBRIDGE,VA,233477166629291661323711379031975927261,134615596737705224918260678654221776304,38.916,-77.024,Assault,2016,12,FALSE,,,,,{C2C22A25-21AD-4A47-81DF-5F9BDEE60E89}
8937,21501293461633631296774931012587175813,2016/12/17 15:20:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Contempt - Felony,11DC944A,59,12,Black,Not Hispanic Or Latino,Male,Unknown,3D,305,nan,nan,92996975121216472519966846327864096068,60413703921090899047443314602795234524,38.917,-77.028,Contempt,2016,12,FALSE,,,,,{0F37E16E-9BB0-4BDB-AC04-7615D21A9841}
8938,205409635571278671599856308103616878716,2016/12/17 15:22:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,45,3,Black,Not Hispanic Or Latino,Male,304,3D,304,WASHINGTON,DC,261826767138390863977653245499834197161,138459196572609765850509737576159652483,38.925,-77.033,Drugs,2016,12,FALSE,,,,,{C04BC4D1-F587-4214-879F-53B72C47298E}
8939,276932435790885039633324690848480711058,2016/12/17 15:45:00,DEFENDANT IN ARREST,Yes,Property Crimes,Tampering With Physical Evidence,22DC723,41,10,Black,Unknown,Female,506,5D,506,WASHINGTON,DC,191561264492850755260017335618370497714,237042400407213695111542049585560514612,38.909,-76.984,Obstruction of justice,2016,12,FALSE,,,,,{F5C3FEC2-8E7C-42D6-803B-EF3AC9682CF6}
8940,17590418104611109041151760862581985514,2016/12/17 16:04:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,22,5,Black,Unknown,Male,602,5D,506,WASHINGTON,DC,163170246682287585924136112823572922405,309131309279271881318023707491781146482,38.907,-76.988,Drugs,2016,12,FALSE,,,,,{B2A2FFB0-18ED-4AAA-A362-397D934877CD}
8941,110498573441594406689177365539644374877,2016/12/17 16:46:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,36,19,Black,Not Hispanic Or Latino,Male,703,5D,506,WASHINGTON,DC,281171325524177721799095135172304590074,9239732056107185549957622479829291808,38.901,-76.983,Drugs,2016,12,FALSE,,,,,{CD854F26-3BCB-433F-B566-DB7D087DA8B3}
8942,26571257375881721670407702021186277276,2016/12/17 18:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,54,5,Black,Not Hispanic Or Latino,Male,702,2D,207,WASHINGTON,DC,232091298941371049424121500909483974965,8372230968124891272943863460380256906,38.905,-77.045,Burglary,2016,12,FALSE,,,,,{5C2B7AFF-62AE-485F-BB42-5FB4C1A34198}
8943,26571257375881721670407702021186277276,2016/12/17 18:00:00,DEFENDANT IN ARREST,nan,Burglary,Burglary Two,22DC801B,54,5,Black,Not Hispanic Or Latino,Male,702,2D,207,WASHINGTON,DC,232091298941371049424121500909483974965,8372230968124891272943863460380256906,38.905,-77.045,Burglary,2016,12,FALSE,,,,,{A73432C2-8957-4DFF-830E-EFF6A2874092}
8944,194937292860822481622117080691839957991,2016/12/17 18:15:00,DEFENDANT IN ARREST,Yes,Property Crimes,Tampering With Physical Evidence,22DC723,23,2,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,128319240743147823657330312147829875686,290817752012533002041638403194692926479,38.893,-76.952,Obstruction of justice,2016,12,FALSE,,,,,{20C92ACB-973F-4DCF-8F70-59E415481325}
8945,38558338020840782073707587669883562070,2016/12/17 18:55:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol Outside Home/business,22DC4504A1-Y-1,18,1,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,147150297771943405012961974316680395674,147553639315364931663379137359491015909,38.891,-76.953,Weapons,2016,12,FALSE,,,,,{97967C06-8AD6-4B2F-A90D-58FCD1F9E817}
8946,319157151589373868967750328909694951264,2016/12/17 19:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,34,11,Black,Not Hispanic Or Latino,Male,505,2D,206,WASHINGTON,DC,187106904804255185918571847944733923390,103960460950599926176887600690786308235,38.912,-77.075,Weapons,2016,12,FALSE,,,,,{48E716A3-A99E-4963-9A36-F6FC378FCAF2}
8947,319157151589373868967750328909694951264,2016/12/17 19:00:00,DEFENDANT IN ARREST,nan,Weapon Violations,Felon In Possession,22DC4503A2,34,11,Black,Not Hispanic Or Latino,Male,505,2D,206,WASHINGTON,DC,187106904804255185918571847944733923390,103960460950599926176887600690786308235,38.912,-77.075,Weapons,2016,12,FALSE,,,,,{AAB15A06-6826-4AF1-9192-535008E0F5B3}
8948,319157151589373868967750328909694951264,2016/12/17 19:00:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,34,11,Black,Not Hispanic Or Latino,Male,505,2D,206,WASHINGTON,DC,187106904804255185918571847944733923390,103960460950599926176887600690786308235,38.912,-77.075,Weapons,2016,12,FALSE,,,,,{635BF61F-2CC3-4646-812B-CA8DF03BC3FC}
8949,277139359858795599740184795988310104181,2016/12/17 19:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,40,18,Black,Not Hispanic Or Latino,Male,707,5D,506,WASHINGTON,DC,260434829163401127798756027218323558984,140347956816440632808927885033473306848,38.901,-76.983,Drugs,2016,12,FALSE,,,,,{318FC8A3-4608-4D00-A501-254365FAF5BC}
8950,271023204146210130353807186441410151754,2016/12/17 21:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,33,2,Black,Unknown,Male,505,5D,505,WASHINGTON,DC,158364826153713131682000402989265625954,89561277948961122694892077913188904992,38.923,-76.984,Weapons,2016,12,FALSE,,,,,{CA7490AF-442E-4DE3-B7ED-26253079D0C8}
8951,106128242065436355518222554491695755477,2016/12/17 21:10:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,34,13,Black,Not Hispanic Or Latino,Male,403,4D,403,WASHINGTON,DC,307198059761948610691898856406195167974,67917221894153317659239298080202416282,38.958,-77.021,Assault,2016,12,FALSE,,,,,{70FA1326-D306-4FD0-AB55-681791719162}
8952,119853275291568263098563392022388110596,2016/12/17 22:20:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,21,7,Black,Not Hispanic Or Latino,Male,708,3D,304,WASHINGTON,DC,323211060983135374754729494287493976792,202912834233934055889296993117962382562,38.925,-77.034,Drugs,2016,12,FALSE,,,,,{2F3F58A4-233B-49D3-9C6D-61D48D1D0CDA}
8953,119853275291568263098563392022388110596,2016/12/17 22:20:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Contempt - Felony,11DC944A,21,7,Black,Not Hispanic Or Latino,Male,708,3D,304,WASHINGTON,DC,323211060983135374754729494287493976792,202912834233934055889296993117962382562,38.925,-77.034,Contempt,2016,12,FALSE,,,,,{6129AFFB-94C7-4F66-9A30-9E2B65737F08}
8954,103652935109386132488305546974855684978,2016/12/17 22:42:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,3,Black,Unknown,Male,607,6D,607,WASHINGTON,DC,88194522385493213907636304804525226750,167376208444407636033141401158887087909,38.873,-76.978,Assault,2016,12,FALSE,,,,,{46242507-97E9-48BF-B852-5FE3119B34AC}
8955,103652935109386132488305546974855684978,2016/12/17 22:42:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,34,3,Black,Unknown,Male,607,6D,607,WASHINGTON,DC,88194522385493213907636304804525226750,167376208444407636033141401158887087909,38.873,-76.978,Weapons,2016,12,FALSE,,,,,{248F7C2A-24E3-48C2-B86A-08F6F83C03EA}
8956,93071330820116082654188614015969008909,2016/12/17 23:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),24,0,White,Not Hispanic Or Latino,Male,104,5D,506,WASHINGTON,DC,5713587912567563156409850504492700746,233260903360056267691030558243156977836,38.909,-76.988,Assault,2016,12,FALSE,,,,,{A3C43166-A87C-4BFA-A90A-42B67274BFD2}
8957,187473004103473959394378439624009079304,2016/12/18 01:25:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,0,Black,Not Hispanic Or Latino,Female,704,6D,607,WASHINGTON,DC,26857798690104596040219821115276308624,99657982759567427571089113276640182837,38.872,-76.969,Assault,2016,12,FALSE,,,,,{F9FC2A61-0A51-4840-AF8B-79A56DB73DF4}
8958,156556946021535832645925170537396701821,2016/12/18 02:01:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,34,4,Unknown,Hispanic Or Latino,Male,Unknown,4D,403,nan,nan,51344434677651645233351171096505228002,153666512443555350048161971066171634862,38.956,-77.028,Robbery,2016,12,FALSE,,,,,{E58CEC15-AC7C-4E53-9A7A-0A9A310B6152}
8959,71295051966743292258071488347989789449,2016/12/18 04:58:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,26,2,White,Hispanic Or Latino,Male,701,4D,403,WASHINGTON,DC,234263460830031883850032660823498651661,153666512443555350048161971066171634862,38.956,-77.028,Robbery,2016,12,FALSE,,,,,{D6CAE3CB-DE49-4CB1-AE55-EDAD95C921DE}
8960,329607600225503771423132684868009355255,2016/12/18 12:52:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),45,3,Black,Not Hispanic Or Latino,Female,607,7D,701,WASHINGTON,DC,99700712159349055019320454617040134842,266882557582443002770334016054933169587,38.865,-76.977,Assault,2016,12,FALSE,,,,,{ACCB53E7-4DA3-49EE-A8F8-B1C1A1EC405A}
8961,11488937518843237668867507281210412413,2016/12/18 13:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,2,Black,Unknown,Female,604,6D,608,WASHINGTON,DC,277125854673885941326698511016122850872,140666762288545797548672033637830133981,38.9,-76.93,Assault,2016,12,FALSE,,,,,{ABD1016B-52D2-4E9D-9754-AE34F0C43F3C}
8962,177353562098199300575922364313464740081,2016/12/18 14:07:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,25,10,Black,Not Hispanic Or Latino,Male,604,6D,608,WASHINGTON,DC,270835808806477628192895295062634494435,46330093144802860445608430456732879815,38.9,-76.93,Assault,2016,12,FALSE,,,,,{DE2D8E3F-D28E-4482-9F2E-48BB38714149}
8963,160423950323406726162471746348596802905,2016/12/18 15:52:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,3,Black,Not Hispanic Or Latino,Male,OUT OF STATE,2D,204,DISTRICT HEIGHTS,MD,11314540356688130057811666977722855031,218442259638993434678269502282093070766,38.921,-77.072,Assault,2016,12,FALSE,,,,,{905D9326-C183-4A05-93CB-8FC95308717F}
8964,67210948444966495764883690058298122181,2016/12/18 16:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,50,15,Black,Not Hispanic Or Latino,Male,504,4D,406,WASHINGTON,DC,114458883853728888725132228139259367923,164438139715765473957833679415255994226,38.965,-77.002,Failure to appear,2016,12,FALSE,,,,,{2BB37F5F-E9CF-4522-951C-BB0D04B871BC}
8965,176038325829718215999412904683918565795,2016/12/18 17:55:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,2,Black,Unknown,Male,604,1D,107,TEMPLE HILLS,MD,269846860697347878010143266594121740556,6721283646294840318288827754166857381,38.882,-76.99,Failure to appear,2016,12,FALSE,,,,,{29ECD38C-A7C0-4E73-860F-C15B3FC3F038}
8966,264968603321744428773145538633001534285,2016/12/18 18:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,33,0,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,280804454144567321034433176853994114651,4432107566246805024485969557491359282,38.892,-76.949,Weapons,2016,12,FALSE,,,,,{FAA82B3A-11F4-40E2-82A7-BEE861C950C4}
8967,48494455691588689699857458650872437253,2016/12/18 19:06:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,23,8,Black,Not Hispanic Or Latino,Male,705,5D,502,WASHINGTON,DC,229073112162900221880275508484241195428,273262725451033235305465899713279999537,38.924,-76.997,Failure to appear,2016,12,FALSE,,,,,{0004F120-8133-44A9-BAD6-76B0ACBD6518}
8968,94516305122043284389749331657987210172,2016/12/18 19:56:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,52,2,Black,Not Hispanic Or Latino,Male,Unknown,3D,306,nan,nan,225867236217334124652553316234067250828,71298812976125348173846631757069750818,38.918,-77.02,Burglary,2016,12,FALSE,,,,,{85448A7C-6BB1-48EA-85AA-3BB1FA21586D}
8969,37825270308132704793859707063371126663,2016/12/18 20:20:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,36,1,Black,Not Hispanic Or Latino,Male,704,6D,603,WASHINGTON,DC,112958483291283262021138621862002227867,195232324776677709437841578735088718691,38.887,-76.957,Weapons,2016,12,FALSE,,,,,{73666322-F15E-4C62-943B-AB0563830625}
8970,81827159366540249420763358788427849608,2016/12/18 21:17:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,0,Unknown,Unknown,Male,601,6D,601,WASHINGTON,DC,183140428954033307193604856300545288939,213188428487065240932511827367737266418,38.912,-76.938,Assault,2016,12,FALSE,,,,,{F4AB95A9-B6A1-47CD-81F4-2E255CF8B8B6}
8971,62534286089365028663148917136846105229,2016/12/18 23:30:00,DEFENDANT IN ARREST,Yes,Robbery,Assault W/i To Commit Robbery (simple Assault),22DC401-X,40,5,White,Unknown,Male,302,3D,302,ARLINGTON,VA,128396528410676092811398832162218130141,192655301374328219682691995648347110564,38.931,-77.034,Assault,2016,12,FALSE,,,,,{DED52DA0-543A-4131-95B5-2F19F7C72AF8}
8972,226653734773197901177290613502594920127,2016/12/19 00:20:00,DEFENDANT IN ARREST,Yes,Fraud and Financial Crimes,Fraud 1st Deg $1000 Or More,"22DC3221A,3222A1",24,0,Black,Not Hispanic Or Latino,Female,608,2D,202,WASHINGTON,DC,148748583815084795668095932976288629235,108477232579553432599647739508129601625,38.959,-77.088,Fraud,2016,12,FALSE,,,,,{282C889E-38BD-48CD-A6CA-71E8A0CA3ECD}
8973,249483780717255142648511151769737415532,2016/12/19 01:30:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,27,4,Black,Not Hispanic Or Latino,Male,104,1D,104,WASHINGTON,DC,296517719259170136427851413251618611896,61155092613205535369293414936807332256,38.901,-76.996,Weapons,2016,12,FALSE,,,,,{787C85C1-7297-4DD6-8484-A701FB22CA6F}
8974,249483780717255142648511151769737415532,2016/12/19 01:30:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,27,4,Black,Not Hispanic Or Latino,Male,104,1D,104,WASHINGTON,DC,296517719259170136427851413251618611896,61155092613205535369293414936807332256,38.901,-76.996,Weapons,2016,12,FALSE,,,,,{6D6BDC18-5FB5-469E-86CC-5D98D07F7E2D}
8975,214810148488097791162773338816869664616,2016/12/19 02:20:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,20,15,Black,Not Hispanic Or Latino,Male,704,7D,703,WASHINGTON,DC,319191096912365929034171970413472840839,308853255416580454824593329771756111490,38.855,-76.983,Vehicle,2016,12,FALSE,,,,,{74305FD1-A643-48F8-BB4F-DE32FBD60DBC}
8976,271720491100965604332118495432654058674,2016/12/19 14:00:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,21,17,Black,Not Hispanic Or Latino,Male,701,7D,707,WASHINGTON,DC,21209065749453643642643787436948679995,12000878916701299063380953261854708064,38.837,-77.003,Vehicle,2016,12,FALSE,,,,,{227A9126-49E9-4196-BC69-CAE32DA4CD9A}
8977,144475705777538701901116699271288668000,2016/12/19 15:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,56,9,Black,Not Hispanic Or Latino,Male,708,7D,708,WASHINGTON,DC,128757525689270763669150668290502162168,114908021642931248086447266182529575622,38.83,-77.001,Failure to appear,2016,12,FALSE,,,,,{94BED9AC-D05E-4D1C-81E8-47CB66FAF912}
8978,249698009014637652427384174857782536466,2016/12/19 19:45:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,26,27,Black,Not Hispanic Or Latino,Male,Unknown,5D,507,nan,nan,110930333067279443289728475410890545946,130533254542886673161969766233272134045,38.899,-76.977,Vehicle,2016,12,FALSE,,,,,{4E0275E6-74ED-4C41-91ED-02788B2678A1}
8979,64120873606573172961298093811364297925,2016/12/19 22:00:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,23,13,Black,Unknown,Male,Unknown,1D,107,nan,nan,40304536987357388357020077844648881441,58405194271341562269701420397113470541,38.89,-77.003,Vehicle,2016,12,FALSE,,,,,{F76F6C3E-1E57-4F0D-B57A-C47A49D3FDEB}
8980,64120873606573172961298093811364297925,2016/12/19 22:00:00,DEFENDANT IN ARREST,nan,Property Crimes,Tampering With Physical Evidence,22DC723,23,13,Black,Unknown,Male,Unknown,1D,107,nan,nan,40304536987357388357020077844648881441,58405194271341562269701420397113470541,38.89,-77.003,Obstruction of justice,2016,12,FALSE,,,,,{01765BFC-650B-476D-8A2B-56F54151BE41}
8981,64120873606573172961298093811364297925,2016/12/19 22:00:00,DEFENDANT IN ARREST,nan,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Property)",22DC851(C),23,13,Black,Unknown,Male,Unknown,1D,107,nan,nan,40304536987357388357020077844648881441,58405194271341562269701420397113470541,38.89,-77.003,Property,2016,12,FALSE,,,,,{3A6A2C99-F5A7-4673-8DC9-AE43BBD8BBE8}
8982,217611519337407676916487309601917867707,2016/12/19 23:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,34,2,Black,Unknown,Male,707,7D,706,WALDORF,MD,8142729839553273782024440827976252872,42869424151685730052763125869336369527,38.836,-76.985,Weapons,2016,12,FALSE,,,,,{E9C9637D-9CA3-41CB-BA62-2050F21957EC}
8983,217611519337407676916487309601917867707,2016/12/19 23:00:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,34,2,Black,Unknown,Male,707,7D,706,WALDORF,MD,8142729839553273782024440827976252872,42869424151685730052763125869336369527,38.836,-76.985,Weapons,2016,12,FALSE,,,,,{548839A8-F490-4EC4-AA8D-0E529AD94E70}
8984,56330874892272914683847309843425904125,2016/12/19 23:18:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,20,0,Black,Not Hispanic Or Latino,Female,OUT OF STATE,1D,104,WALDORF,MD,264593949677866516581140932320165134801,337727760272949127376844263255841512869,38.904,-77.001,Vehicle,2016,12,FALSE,,,,,{D1E933F8-2FC8-42E3-80D5-62D8FFCC00CB}
8985,118447764194105360105539483302100107266,2016/12/20 01:35:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,24,3,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,57927899884229789799248595395212984367,223428827003411704732138395330246772070,38.852,-76.987,Weapons,2016,12,FALSE,,,,,{20801330-3353-4932-8AF5-07A343CA64FA}
8986,230691217987453211107798875610589937520,2016/12/20 01:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,16,Black,Not Hispanic Or Latino,Female,409,4D,409,WASHINGTON,DC,213612497851127220988767973912651926796,170048013358290874585103062389865824053,38.936,-77.032,Failure to appear,2016,12,FALSE,,,,,{F998DD74-BB5E-43BC-ACAE-1D1DBD99BE41}
